id,name,vlsr,Tb
281,3C286,119.482,-1.06826
282,3C286,119.321,0.525405
283,3C286,119.16,0.0199218
284,3C286,118.999,-0.0105077
285,3C286,118.838,0.127408
286,3C286,118.677,-0.345267
287,3C286,118.516,-0.205506
288,3C286,118.355,0.0805409
289,3C286,118.194,-0.35944
290,3C286,118.033,0.931633
291,3C286,117.872,0.0588688
292,3C286,117.711,-0.100173
293,3C286,117.55,0.295992
294,3C286,117.389,-1.13195
295,3C286,117.228,-0.177802
296,3C286,117.067,0.179756
297,3C286,116.906,-0.294857
298,3C286,116.744,-0.286404
299,3C286,116.583,0.363916
300,3C286,116.422,0.486282
301,3C286,116.261,-0.875693
302,3C286,116.1,-0.267367
303,3C286,115.939,-0.177242
304,3C286,115.778,-0.541573
305,3C286,115.617,-0.31515
306,3C286,115.456,-0.591272
307,3C286,115.295,-0.777116
308,3C286,115.134,-0.613915
309,3C286,114.973,0.224693
310,3C286,114.812,0.0731178
311,3C286,114.651,0.618759
312,3C286,114.49,0.0992513
313,3C286,114.329,-0.4253
314,3C286,114.168,-0.374864
315,3C286,114.007,0.041555
316,3C286,113.846,-0.30415
317,3C286,113.685,-0.242516
318,3C286,113.524,0.40703
319,3C286,113.363,0.224109
320,3C286,113.202,-0.0959411
321,3C286,113.041,-0.589117
322,3C286,112.88,0.187562
323,3C286,112.719,-1.00172
324,3C286,112.558,0.293539
325,3C286,112.397,0.675671
326,3C286,112.236,-0.0915064
327,3C286,112.075,1.16803
328,3C286,111.914,0.709818
329,3C286,111.753,-0.137154
330,3C286,111.592,-0.573538
331,3C286,111.431,0.0785046
332,3C286,111.27,0.426876
333,3C286,111.109,0.0620139
334,3C286,110.948,-0.338554
335,3C286,110.787,0.432374
336,3C286,110.625,0.112834
337,3C286,110.464,-0.233813
338,3C286,110.303,0.0523689
339,3C286,110.142,-0.159253
340,3C286,109.981,-0.363764
341,3C286,109.82,1.20313
342,3C286,109.659,-0.510024
343,3C286,109.498,-0.335003
344,3C286,109.337,0.209754
345,3C286,109.176,-0.0449403
346,3C286,109.015,-0.303717
347,3C286,108.854,-0.439628
348,3C286,108.693,0.260205
349,3C286,108.532,0.14869
350,3C286,108.371,0.454621
351,3C286,108.21,0.219458
352,3C286,108.049,-0.217938
353,3C286,107.888,-0.198499
354,3C286,107.727,-0.244962
355,3C286,107.566,-0.0233477
356,3C286,107.405,-0.813883
357,3C286,107.244,0.584889
358,3C286,107.083,0.390478
359,3C286,106.922,-0.0239373
360,3C286,106.761,-0.240591
361,3C286,106.6,-0.378676
362,3C286,106.439,0.233113
363,3C286,106.278,0.980817
364,3C286,106.117,0.590211
365,3C286,105.956,0.130819
366,3C286,105.795,-0.525082
367,3C286,105.634,0.2922
368,3C286,105.473,-0.669189
369,3C286,105.312,-0.710558
370,3C286,105.151,-0.0654101
371,3C286,104.99,0.246872
372,3C286,104.829,-0.0270069
373,3C286,104.667,0.579767
374,3C286,104.506,-0.641965
375,3C286,104.345,-0.177398
376,3C286,104.184,-0.578435
377,3C286,104.023,-0.667869
378,3C286,103.862,-0.00207685
379,3C286,103.701,-0.0922631
380,3C286,103.54,0.19048
381,3C286,103.379,0.00342036
382,3C286,103.218,0.689978
383,3C286,103.057,-0.301472
384,3C286,102.896,-0.0528174
385,3C286,102.735,0.891428
386,3C286,102.574,-0.165155
387,3C286,102.413,0.412817
388,3C286,102.252,-0.100823
389,3C286,102.091,-0.872265
390,3C286,101.93,0.010377
391,3C286,101.769,0.0972758
392,3C286,101.608,0.466509
393,3C286,101.447,-0.463878
394,3C286,101.286,-0.358699
395,3C286,101.125,-0.720375
396,3C286,100.964,0.762842
397,3C286,100.803,-0.532916
398,3C286,100.642,-0.47302
399,3C286,100.481,0.554013
400,3C286,100.32,-0.291568
401,3C286,100.159,0.335936
402,3C286,99.9977,-0.107099
403,3C286,99.8367,-0.200808
404,3C286,99.6756,-0.979279
405,3C286,99.5146,-0.127221
406,3C286,99.3536,0.271628
407,3C286,99.1926,0.244207
408,3C286,99.0315,0.438508
409,3C286,98.8705,0.742309
410,3C286,98.7095,0.22847
411,3C286,98.5485,0.143205
412,3C286,98.3874,-0.0236506
413,3C286,98.2264,0.371538
414,3C286,98.0654,-0.197672
415,3C286,97.9044,0.128677
416,3C286,97.7433,0.102004
417,3C286,97.5823,0.355464
418,3C286,97.4213,-0.497657
419,3C286,97.2602,0.128872
420,3C286,97.0992,-0.146274
421,3C286,96.9382,0.80745
422,3C286,96.7772,0.504881
423,3C286,96.6161,0.194378
424,3C286,96.4551,0.234759
425,3C286,96.2941,-0.245756
426,3C286,96.133,0.168337
427,3C286,95.972,0.29841
428,3C286,95.811,0.0680881
429,3C286,95.65,-0.664491
430,3C286,95.4889,-0.283932
431,3C286,95.3279,0.173662
432,3C286,95.1669,0.835995
433,3C286,95.0059,-0.200983
434,3C286,94.8448,0.113638
435,3C286,94.6838,-1.03013
436,3C286,94.5228,0.522006
437,3C286,94.3618,0.13375
438,3C286,94.2007,-0.104263
439,3C286,94.0397,0.160781
440,3C286,93.8787,0.446992
441,3C286,93.7177,-0.285069
442,3C286,93.5566,-0.069345
443,3C286,93.3956,-0.891048
444,3C286,93.2346,-0.123889
445,3C286,93.0735,0.239569
446,3C286,92.9125,0.458029
447,3C286,92.7515,0.324304
448,3C286,92.5905,-0.219367
449,3C286,92.4294,0.306318
450,3C286,92.2684,0.250684
451,3C286,92.1074,0.345239
452,3C286,91.9464,-0.0959087
453,3C286,91.7853,-0.0176673
454,3C286,91.6243,-0.523525
455,3C286,91.4633,-0.559238
456,3C286,91.3022,0.364309
457,3C286,91.1412,-0.800463
458,3C286,90.9802,-0.153938
459,3C286,90.8192,-0.77449
460,3C286,90.6581,0.277343
461,3C286,90.4971,-0.182837
462,3C286,90.3361,-0.0469394
463,3C286,90.1751,-0.48957
464,3C286,90.014,-0.0987446
465,3C286,89.853,0.453809
466,3C286,89.692,0.249401
467,3C286,89.531,-0.0249865
468,3C286,89.3699,0.149688
469,3C286,89.2089,0.855423
470,3C286,89.0479,-0.277492
471,3C286,88.8868,-0.262563
472,3C286,88.7258,0.16284
473,3C286,88.5648,0.0204493
474,3C286,88.4038,-0.355383
475,3C286,88.2427,-0.665516
476,3C286,88.0817,-0.273233
477,3C286,87.9207,-0.0851932
478,3C286,87.7597,0.0657289
479,3C286,87.5986,-0.831844
480,3C286,87.4376,-0.0709077
481,3C286,87.2766,0.101736
482,3C286,87.1155,0.0779488
483,3C286,86.9545,0.238257
484,3C286,86.7935,-0.867568
485,3C286,86.6325,-0.0178459
486,3C286,86.4714,0.180136
487,3C286,86.3104,0.338308
488,3C286,86.1494,0.353188
489,3C286,85.9884,-0.402973
490,3C286,85.8273,0.836803
491,3C286,85.6663,0.299144
492,3C286,85.5053,0.599478
493,3C286,85.3443,0.117178
494,3C286,85.1832,0.0534423
495,3C286,85.0222,-0.0101908
496,3C286,84.8612,0.092134
497,3C286,84.7001,-0.534858
498,3C286,84.5391,-0.0508406
499,3C286,84.3781,0.465213
500,3C286,84.2171,-0.0495579
501,3C286,84.056,0.0437125
502,3C286,83.895,0.0157341
503,3C286,83.734,0.0524844
504,3C286,83.573,0.179737
505,3C286,83.4119,0.0398979
506,3C286,83.2509,0.0476406
507,3C286,83.0899,-0.323527
508,3C286,82.9288,-0.0726823
509,3C286,82.7678,-0.0219054
510,3C286,82.6068,0.155424
511,3C286,82.4458,0.174591
512,3C286,82.2847,-0.282456
513,3C286,82.1237,0.0820215
514,3C286,81.9627,0.106307
515,3C286,81.8017,0.233841
516,3C286,81.6406,-0.0340284
517,3C286,81.4796,-0.0632052
518,3C286,81.3186,-0.0586817
519,3C286,81.1576,0.0916404
520,3C286,80.9965,0.127888
521,3C286,80.8355,0.0941538
522,3C286,80.6745,0.121933
523,3C286,80.5134,-0.145415
524,3C286,80.3524,-0.133922
525,3C286,80.1914,0.108107
526,3C286,80.0304,-0.106014
527,3C286,79.8693,-0.0605298
528,3C286,79.7083,0.0854765
529,3C286,79.5473,0.0791311
530,3C286,79.3863,-0.0390049
531,3C286,79.2252,0.154967
532,3C286,79.0642,0.0331146
533,3C286,78.9032,-0.010136
534,3C286,78.7421,0.203444
535,3C286,78.5811,0.0330766
536,3C286,78.4201,0.0258781
537,3C286,78.2591,-0.0602538
538,3C286,78.098,0.138883
539,3C286,77.937,-0.00498605
540,3C286,77.776,-0.108433
541,3C286,77.615,-0.0587828
542,3C286,77.4539,-0.0138908
543,3C286,77.2929,0.0502285
544,3C286,77.1319,0.0249577
545,3C286,76.9709,0.0286421
546,3C286,76.8098,0.0427083
547,3C286,76.6488,-0.0832611
548,3C286,76.4878,-0.116398
549,3C286,76.3268,0.250593
550,3C286,76.1657,-0.203011
551,3C286,76.0047,-0.129009
552,3C286,75.8437,-0.0363913
553,3C286,75.6826,0.128121
554,3C286,75.5216,0.0915933
555,3C286,75.3606,-0.112776
556,3C286,75.1996,0.0215673
557,3C286,75.0385,-0.178974
558,3C286,74.8775,-0.081434
559,3C286,74.7165,-0.233683
560,3C286,74.5555,-0.231413
561,3C286,74.3944,-0.0189189
562,3C286,74.2334,-0.0624593
563,3C286,74.0724,-0.0183319
564,3C286,73.9113,-0.0431716
565,3C286,73.7503,0.0634425
566,3C286,73.5893,0.123143
567,3C286,73.4283,0.0445449
568,3C286,73.2672,0.0506661
569,3C286,73.1062,0.255574
570,3C286,72.9452,-0.26551
571,3C286,72.7842,-0.0176189
572,3C286,72.6231,0.383364
573,3C286,72.4621,-0.151862
574,3C286,72.3011,-0.11101
575,3C286,72.1401,-0.113061
576,3C286,71.979,0.0568235
577,3C286,71.818,-0.133685
578,3C286,71.657,0.0397204
579,3C286,71.4959,0.110131
580,3C286,71.3349,0.150032
581,3C286,71.1739,0.124175
582,3C286,71.0129,-0.0381231
583,3C286,70.8518,0.0380071
584,3C286,70.6908,0.027365
585,3C286,70.5298,0.148363
586,3C286,70.3687,-0.121116
587,3C286,70.2077,-0.0536435
588,3C286,70.0467,0.0685864
589,3C286,69.8857,0.162503
590,3C286,69.7246,-0.0826223
591,3C286,69.5636,-0.12017
592,3C286,69.4026,0.200803
593,3C286,69.2416,-0.257993
594,3C286,69.0805,-0.0175171
595,3C286,68.9195,0.179344
596,3C286,68.7585,0.183388
597,3C286,68.5975,-0.0451604
598,3C286,68.4364,0.0339569
599,3C286,68.2754,0.0062754
600,3C286,68.1144,0.0923994
601,3C286,67.9533,0.273818
602,3C286,67.7923,0.0705526
603,3C286,67.6313,0.087244
604,3C286,67.4703,-0.0957
605,3C286,67.3092,-0.0843382
606,3C286,67.1482,0.0250506
607,3C286,66.9872,-0.112483
608,3C286,66.8262,-0.161436
609,3C286,66.6651,-0.156158
610,3C286,66.5041,0.0261384
611,3C286,66.3431,-0.0581947
612,3C286,66.1821,0.237259
613,3C286,66.021,0.147629
614,3C286,65.86,0.109349
615,3C286,65.699,0.14243
616,3C286,65.5379,0.0367625
617,3C286,65.3769,0.226067
618,3C286,65.2159,0.0380123
619,3C286,65.0549,0.13078
620,3C286,64.8938,-0.021765
621,3C286,64.7328,0.0825159
622,3C286,64.5718,0.00495252
623,3C286,64.4108,-0.110954
624,3C286,64.2497,0.199133
625,3C286,64.0887,0.121902
626,3C286,63.9277,0.0726635
627,3C286,63.7667,-0.18506
628,3C286,63.6056,-0.025853
629,3C286,63.4446,0.122417
630,3C286,63.2836,0.121902
631,3C286,63.1225,0.0696311
632,3C286,62.9615,-0.239261
633,3C286,62.8005,0.171148
634,3C286,62.6395,-0.0673988
635,3C286,62.4784,0.018926
636,3C286,62.3174,0.0555179
637,3C286,62.1564,0.21402
638,3C286,61.9953,-0.105709
639,3C286,61.8343,-0.0161539
640,3C286,61.6733,0.1517
641,3C286,61.5123,0.121857
642,3C286,61.3512,0.0346348
643,3C286,61.1902,0.125464
644,3C286,61.0292,0.203129
645,3C286,60.8682,0.037315
646,3C286,60.7071,0.045175
647,3C286,60.5461,0.24412
648,3C286,60.3851,0.0898362
649,3C286,60.2241,0.242163
650,3C286,60.063,0.0838608
651,3C286,59.902,0.089879
652,3C286,59.741,-0.0704672
653,3C286,59.5799,0.231645
654,3C286,59.4189,0.191377
655,3C286,59.2579,-0.146331
656,3C286,59.0969,-0.0613989
657,3C286,58.9358,-0.0409677
658,3C286,58.7748,0.206238
659,3C286,58.6138,0.0577065
660,3C286,58.4528,0.0950739
661,3C286,58.2917,0.0325999
662,3C286,58.1307,0.13699
663,3C286,57.9697,0.109127
664,3C286,57.8087,0.306396
665,3C286,57.6476,0.238339
666,3C286,57.4866,0.22196
667,3C286,57.3256,0.0991296
668,3C286,57.1645,-0.141721
669,3C286,57.0035,0.0637356
670,3C286,56.8425,0.389498
671,3C286,56.6815,0.0392698
672,3C286,56.5204,-0.0158311
673,3C286,56.3594,0.0926972
674,3C286,56.1984,-0.0578797
675,3C286,56.0374,0.0912142
676,3C286,55.8763,0.133971
677,3C286,55.7153,0.131852
678,3C286,55.5543,-0.100008
679,3C286,55.3933,0.196504
680,3C286,55.2322,0.172966
681,3C286,55.0712,-0.0585009
682,3C286,54.9102,0.0509864
683,3C286,54.7491,0.213023
684,3C286,54.5881,-0.0500888
685,3C286,54.4271,-0.192807
686,3C286,54.2661,-0.00922154
687,3C286,54.105,0.0872135
688,3C286,53.944,0.0389442
689,3C286,53.783,0.21696
690,3C286,53.622,0.158473
691,3C286,53.4609,-0.0913083
692,3C286,53.2999,-0.133914
693,3C286,53.1389,-0.113386
694,3C286,52.9778,-0.150715
695,3C286,52.8168,0.142921
696,3C286,52.6558,0.0608696
697,3C286,52.4948,0.0663037
698,3C286,52.3337,0.275063
699,3C286,52.1727,0.050125
700,3C286,52.0117,-0.14906
701,3C286,51.8507,0.194138
702,3C286,51.6896,0.160293
703,3C286,51.5286,-0.04292
704,3C286,51.3676,0.146678
705,3C286,51.2066,-0.170207
706,3C286,51.0455,-0.0464482
707,3C286,50.8845,0.170492
708,3C286,50.7235,0.147072
709,3C286,50.5624,0.185999
710,3C286,50.4014,-0.0486644
711,3C286,50.2404,0.183354
712,3C286,50.0794,0.200549
713,3C286,49.9183,-0.0663868
714,3C286,49.7573,0.196376
715,3C286,49.5963,0.0223939
716,3C286,49.4353,0.169876
717,3C286,49.2742,0.242776
718,3C286,49.1132,0.0849241
719,3C286,48.9522,0.00548344
720,3C286,48.7911,0.00480823
721,3C286,48.6301,0.164819
722,3C286,48.4691,-0.118306
723,3C286,48.3081,0.16922
724,3C286,48.147,0.0311776
725,3C286,47.986,-0.124099
726,3C286,47.825,0.164331
727,3C286,47.664,0.0327792
728,3C286,47.5029,0.132672
729,3C286,47.3419,0.237089
730,3C286,47.1809,0.136116
731,3C286,47.0198,0.103482
732,3C286,46.8588,0.121619
733,3C286,46.6978,-0.196263
734,3C286,46.5368,0.198919
735,3C286,46.3757,0.0703833
736,3C286,46.2147,0.0414848
737,3C286,46.0537,0.0256257
738,3C286,45.8927,0.138652
739,3C286,45.7316,0.243074
740,3C286,45.5706,-0.0607652
741,3C286,45.4096,-0.0408359
742,3C286,45.2486,0.144563
743,3C286,45.0875,-0.186191
744,3C286,44.9265,-0.0528634
745,3C286,44.7655,-0.0189126
746,3C286,44.6045,0.167209
747,3C286,44.4434,0.146367
748,3C286,44.2824,-0.0931724
749,3C286,44.1214,0.0378301
750,3C286,43.9603,-0.138316
751,3C286,43.7993,0.0445259
752,3C286,43.6383,0.120275
753,3C286,43.4773,0.086879
754,3C286,43.3162,0.0393537
755,3C286,43.1552,0.31097
756,3C286,42.9942,0.208915
757,3C286,42.8332,0.0474679
758,3C286,42.6721,0.166316
759,3C286,42.5111,0.000273528
760,3C286,42.3501,0.0422872
761,3C286,42.189,0.00353185
762,3C286,42.028,0.0167321
763,3C286,41.867,0.0862745
764,3C286,41.706,-0.104352
765,3C286,41.5449,-0.0866802
766,3C286,41.3839,0.0184557
767,3C286,41.2229,0.151629
768,3C286,41.0619,-0.00992514
769,3C286,40.9008,0.00631853
770,3C286,40.7398,-0.021855
771,3C286,40.5788,-0.0949107
772,3C286,40.4177,0.194846
773,3C286,40.2567,0.241205
774,3C286,40.0957,-0.126874
775,3C286,39.9347,-0.131627
776,3C286,39.7736,0.197065
777,3C286,39.6126,0.113951
778,3C286,39.4516,-0.214939
779,3C286,39.2906,0.242083
780,3C286,39.1295,0.0349529
781,3C286,38.9685,-0.113804
782,3C286,38.8075,-0.0461243
783,3C286,38.6465,0.049176
784,3C286,38.4854,-0.00453118
785,3C286,38.3244,-0.0310171
786,3C286,38.1634,-0.0870055
787,3C286,38.0023,-0.124958
788,3C286,37.8413,0.144746
789,3C286,37.6803,0.131732
790,3C286,37.5193,-0.339869
791,3C286,37.3582,0.307391
792,3C286,37.1972,0.0660944
793,3C286,37.0362,0.00569832
794,3C286,36.8752,-0.047638
795,3C286,36.7141,-0.270837
796,3C286,36.5531,-0.167299
797,3C286,36.3921,0.203749
798,3C286,36.231,0.0670811
799,3C286,36.07,0.120556
800,3C286,35.909,0.120623
801,3C286,35.748,0.0148005
802,3C286,35.5869,-0.055944
803,3C286,35.4259,0.0186312
804,3C286,35.2649,-0.194199
805,3C286,35.1039,-0.044932
806,3C286,34.9428,-0.107284
807,3C286,34.7818,0.227349
808,3C286,34.6208,-0.169354
809,3C286,34.4598,-0.0185119
810,3C286,34.2987,-0.02599
811,3C286,34.1377,0.00160607
812,3C286,33.9767,-0.0174219
813,3C286,33.8156,-0.185924
814,3C286,33.6546,0.0725938
815,3C286,33.4936,-0.0130794
816,3C286,33.3326,0.155093
817,3C286,33.1715,0.0604907
818,3C286,33.0105,-0.0144913
819,3C286,32.8495,-0.28361
820,3C286,32.6885,-0.207834
821,3C286,32.5274,-0.0231386
822,3C286,32.3664,0.0764103
823,3C286,32.2054,0.242865
824,3C286,32.0443,0.0155569
825,3C286,31.8833,0.0246749
826,3C286,31.7223,0.0793404
827,3C286,31.5613,-0.118773
828,3C286,31.4002,0.0130715
829,3C286,31.2392,0.0304268
830,3C286,31.0782,0.0679311
831,3C286,30.9172,0.294712
832,3C286,30.7561,0.177815
833,3C286,30.5951,-0.0290562
834,3C286,30.4341,0.00119394
835,3C286,30.2731,0.142752
836,3C286,30.112,0.23231
837,3C286,29.951,0.257803
838,3C286,29.79,0.0537904
839,3C286,29.6289,0.0529562
840,3C286,29.4679,-0.0150128
841,3C286,29.3069,0.0745142
842,3C286,29.1459,-0.0163744
843,3C286,28.9848,0.178064
844,3C286,28.8238,0.00577559
845,3C286,28.6628,-0.0410326
846,3C286,28.5018,0.0132009
847,3C286,28.3407,0.0610098
848,3C286,28.1797,0.254372
849,3C286,28.0187,-0.0611212
850,3C286,27.8577,-0.0501779
851,3C286,27.6966,-0.132781
852,3C286,27.5356,0.101701
853,3C286,27.3746,-0.0616102
854,3C286,27.2135,-0.0833618
855,3C286,27.0525,-0.0882419
856,3C286,26.8915,0.00838533
857,3C286,26.7305,0.167568
858,3C286,26.5694,0.00802535
859,3C286,26.4084,0.0853099
